frame,id,x,y,z,qx,qy,qz,qw
1709,0,0.023364,1.170691,-0.830847,0.9946505,-0.0048394,0.0920622,0.0465995
1710,0,0.022954,1.170035,-0.829396,0.9960388,-0.0040702,0.0754311,0.0469079
1711,0,0.022356,1.169701,-0.826976,0.9972456,-0.0028718,0.0592896,0.0444716
1712,0,0.020216,1.169830,-0.821790,0.9982191,-0.0018167,0.0428205,0.0414926
1713,0,0.018495,1.170151,-0.818153,0.9986848,-0.0006492,0.0310356,0.0408037
1714,0,0.018431,1.170465,-0.817312,0.9986756,-0.0026893,0.0288715,0.0425011
1715,0,0.019121,1.170636,-0.818398,0.9987491,-0.0023017,0.0280252,0.0413453
1716,0,0.020081,1.170764,-0.820598,0.9986888,-0.0010611,0.0323189,0.0396869
1717,0,0.021149,1.170883,-0.822283,0.9984993,-0.0017475,0.0359872,0.0412437
1718,0,0.022809,1.171141,-0.825583,0.9982369,-0.0013609,0.0434482,0.0404159
1719,0,0.024585,1.171245,-0.828635,0.9978291,-0.0012943,0.0519149,0.0404999
1720,0,0.026155,1.171243,-0.831923,0.9970579,-0.0014429,0.0650020,0.0405990
1721,0,0.026736,1.171266,-0.833457,0.9964855,-0.0015969,0.0739194,0.0393693
1722,0,0.026931,1.171225,-0.833931,0.9957936,-0.0028887,0.0830962,0.0384945
1723,0,0.024798,1.171030,-0.831922,0.9966407,-0.0022079,0.0657030,0.0488419
1727,0,0.025035,1.170090,-0.828663,0.9970478,-0.0018753,0.0713220,0.0283765
1728,0,0.023410,1.169872,-0.825270,0.9977549,-0.0014178,0.0613615,0.0267955
1729,0,0.036235,1.170850,-0.843764,0.9969911,0.0126170,0.0761054,-0.0075882
1734,0,0.024997,1.172422,-0.825356,0.9994482,0.0032139,0.0325997,0.0054930
1735,0,0.024831,1.173071,-0.828044,0.9991571,0.0031288,0.0405143,0.0058304
1736,0,0.024770,1.173304,-0.830999,0.9980634,0.0008963,0.0607357,0.0134115
1737,0,0.024170,1.173102,-0.831783,0.9972134,-0.0007904,0.0719156,0.0198240
1738,0,0.022248,1.172058,-0.830546,0.9953831,-0.0032015,0.0890015,0.0357901
1739,0,0.021990,1.171339,-0.830994,0.9942096,-0.0054176,0.0973923,0.0450855
1740,0,0.021740,1.170535,-0.830449,0.9950077,-0.0039709,0.0878420,0.0471985
1741,0,0.021982,1.170262,-0.830784,0.9947943,-0.0034072,0.0900355,0.0476054
1742,0,0.020530,1.169396,-0.825894,0.9969469,-0.0028226,0.0648627,0.0433782
1743,0,0.020669,1.169288,-0.825836,0.9969409,-0.0030783,0.0629051,0.0462857
1744,0,0.018588,1.169421,-0.819396,0.9981235,-0.0034869,0.0410787,0.0452743
1745,0,0.018663,1.169710,-0.818831,0.9982673,-0.0037390,0.0394945,0.0434590
1746,0,0.018280,1.169914,-0.817486,0.9985783,-0.0019400,0.0329385,0.0418669
1747,0,0.020093,1.170427,-0.820883,0.9983255,-0.0025385,0.0379971,0.0435428
1748,0,0.020612,1.170571,-0.821589,0.9985183,-0.0017691,0.0354619,0.0412392
1749,0,0.022171,1.170709,-0.824676,0.9981623,-0.0020432,0.0432851,0.0423595
1750,0,0.022959,1.170756,-0.826789,0.9976616,-0.0016273,0.0541140,0.0417185
1751,0,0.023095,1.170896,-0.827215,0.9976506,-0.0012358,0.0553259,0.0403829
1752,0,0.024151,1.170936,-0.829415,0.9973261,-0.0014659,0.0614562,0.0395179
1753,0,0.023812,1.170958,-0.829056,0.9972610,-0.0006637,0.0634796,0.0379531
1754,0,0.024861,1.170768,-0.831386,0.9964239,-0.0018261,0.0746809,0.0394820
1755,0,0.024898,1.170747,-0.831650,0.9960093,-0.0031418,0.0799079,0.0396266
1756,0,0.026160,1.170677,-0.833579,0.9955801,-0.0039601,0.0855894,0.0384598
1757,0,0.025229,1.170486,-0.832018,0.9955841,-0.0047042,0.0844034,0.0408206
1758,0,0.025454,1.170166,-0.832055,0.9957396,-0.0045127,0.0844736,0.0366939
1759,0,0.025490,1.170020,-0.831503,0.9958711,-0.0049066,0.0822904,0.0380119
1760,0,0.024661,1.169839,-0.829909,0.9962689,-0.0042406,0.0785058,0.0355981
1761,0,0.023911,1.169554,-0.827896,0.9970639,-0.0026479,0.0693392,0.0323837
1762,0,0.023164,1.169349,-0.825812,0.9977457,-0.0019291,0.0604505,0.0290776
1763,0,0.022367,1.169250,-0.823686,0.9983939,0.0003654,0.0516059,0.0233732
1771,0,0.024599,1.172135,-0.828680,0.9988168,0.0014687,0.0474876,0.0103851
1772,0,0.023406,1.172215,-0.829749,0.9976271,-0.0014160,0.0651985,0.0220753
1773,0,0.022111,1.171906,-0.829202,0.9964012,-0.0032616,0.0781765,0.0325947
1774,0,0.021443,1.171414,-0.829718,0.9945653,-0.0053760,0.0940975,0.0442341
1775,0,0.022148,1.170672,-0.831156,0.9937472,-0.0068420,0.0969248,0.0550039
1776,0,0.021829,1.169576,-0.830212,0.9951890,-0.0050480,0.0850635,0.0483491
1777,0,0.021014,1.168862,-0.827349,0.9966782,-0.0036345,0.0681122,0.0444977
1778,0,0.019499,1.168990,-0.822036,0.9979368,-0.0022553,0.0458983,0.0448382
1779,0,0.019035,1.169005,-0.820382,0.9982187,-0.0029350,0.0411792,0.0430701
1780,0,0.018082,1.169381,-0.817477,0.9986165,-0.0018199,0.0294233,0.0435446
1781,0,0.018793,1.169532,-0.818526,0.9987735,-0.0013826,0.0259534,0.0421422
1782,0,0.019536,1.169869,-0.819659,0.9987699,-0.0018194,0.0266058,0.0418017
1783,0,0.021057,1.169920,-0.822632,0.9984098,-0.0023648,0.0348798,0.0442233
1784,0,0.022854,1.170131,-0.826302,0.9980842,-0.0013046,0.0458073,0.0415687
1785,0,0.024034,1.170359,-0.829010,0.9974499,-0.0014188,0.0579804,0.0415938
1786,0,0.024370,1.170326,-0.830188,0.9969279,-0.0015470,0.0668197,0.0408370
1787,0,0.025447,1.170356,-0.832455,0.9963556,-0.0022668,0.0751641,0.0402598
1788,0,0.024329,1.170271,-0.831016,0.9960712,-0.0035798,0.0784363,0.0409541
1789,0,0.025082,1.170217,-0.832187,0.9958441,-0.0038838,0.0812582,0.0409460
1790,0,0.024610,1.170091,-0.831585,0.9958140,-0.0036943,0.0825518,0.0390659
1791,0,0.025347,1.169972,-0.832356,0.9953306,-0.0047969,0.0880423,0.0392741
1792,0,0.024703,1.169817,-0.830950,0.9961947,-0.0044363,0.0792491,0.0360005
1793,0,0.023995,1.169459,-0.828902,0.9969466,-0.0031278,0.0706334,0.0331442
1794,0,0.023712,1.169487,-0.828149,0.9972062,-0.0034008,0.0674116,0.0320013
1795,0,0.023199,1.169252,-0.825480,0.9983479,-0.0010971,0.0516285,0.0251922
1796,0,0.022229,1.169329,-0.823018,0.9989647,0.0008396,0.0418825,0.0177411
1797,0,0.022564,1.169566,-0.823200,0.9991582,0.0028205,0.0382747,0.0144936
1798,0,0.022141,1.169657,-0.822175,0.9994100,0.0021719,0.0319935,0.0122989
1799,0,0.023469,1.170426,-0.824227,0.9994367,0.0030006,0.0320094,0.0096249
1800,0,0.023824,1.170792,-0.825259,0.9994144,0.0028891,0.0331196,0.0080954
1801,0,0.024174,1.171645,-0.828228,0.9988106,0.0013484,0.0473496,0.0115510
1802,0,0.023785,1.171776,-0.829560,0.9980434,-0.0012509,0.0586987,0.0215006
1803,0,0.023538,1.171814,-0.831610,0.9963802,-0.0031233,0.0785621,0.0323223
1804,0,0.022410,1.171331,-0.830790,0.9950689,-0.0053809,0.0896706,0.0420490
1805,0,0.022251,1.170637,-0.831749,0.9934161,-0.0074022,0.1026248,0.0503755
1806,0,0.022377,1.169791,-0.831588,0.9949067,-0.0048057,0.0897543,0.0456255
1807,0,0.023022,1.169219,-0.832618,0.9944248,-0.0054079,0.0934276,0.0485944
1808,0,0.022074,1.168597,-0.829538,0.9960552,-0.0050345,0.0743643,0.0481508
1809,0,0.020630,1.168265,-0.825221,0.9973038,-0.0033479,0.0588986,0.0436457
1810,0,0.019011,1.168744,-0.819836,0.9982507,-0.0024433,0.0410348,0.0424934
1811,0,0.018502,1.168967,-0.818581,0.9982945,-0.0026172,0.0365175,0.0454730
1812,0,0.019141,1.169554,-0.819124,0.9984452,-0.0030580,0.0334313,0.0444989
1813,0,0.020002,1.169896,-0.820969,0.9984356,-0.0017628,0.0373836,0.0415424
1814,0,0.020539,1.169990,-0.822072,0.9984463,-0.0014127,0.0390757,0.0397003
1815,0,0.022525,1.170205,-0.825733,0.9980454,-0.0017164,0.0477478,0.0402816
1816,0,0.023709,1.170401,-0.828431,0.9975862,-0.0020403,0.0560237,0.0409754
1817,0,0.024373,1.170364,-0.829950,0.9971762,-0.0012559,0.0647938,0.0379448
1818,0,0.024373,1.170388,-0.830716,0.9965481,-0.0020224,0.0729879,0.0395049
1819,0,0.024181,1.170324,-0.830611,0.9966310,-0.0020457,0.0728513,0.0376173
1820,0,0.024512,1.170227,-0.831340,0.9961032,-0.0033358,0.0790228,0.0390226
1821,0,0.023976,1.170102,-0.830685,0.9962352,-0.0032272,0.0780306,0.0376339
1822,0,0.024159,1.170090,-0.831043,0.9959192,-0.0036234,0.0820234,0.0374710
1823,0,0.024262,1.169967,-0.831079,0.9959130,-0.0037098,0.0826351,0.0362629
